"ï..Security.name","Company.name","cusip","Security.id"
"COMCAST CORPORATION SNR MR14 4Y $","COMCAST CORPORATION ","20030N101","CCS4$AR"
"COMCAST CORPORATION SNR MR14 5Y $","COMCAST CORPORATION ","20030N101","CCS5$AR"
"COMCAST CORPORATION SNR MR14 6M $","COMCAST CORPORATION ","20030N101","CCS0$AR"
"COMCAST CORPORATION SNR MR14 7Y $","COMCAST CORPORATION ","20030N101","CCS7$AR"
"COMMERCIAL METALS SNR MR14 10Y $","COMMERCIAL METALS ","201723103","CMCA$AR"
"COMMERCIAL METALS SNR MR14 1Y $","COMMERCIAL METALS ","201723103","CMC1$AR"
"COMMERCIAL METALS SNR MR14 20Y $","COMMERCIAL METALS ","201723103","CMCB$AR"
"COMMERCIAL METALS SNR MR14 2Y $","COMMERCIAL METALS ","201723103","CMC2$AR"
"COMMERCIAL METALS SNR MR14 30Y $","COMMERCIAL METALS ","201723103","CMCC$AR"
"COMMERCIAL METALS SNR MR14 3Y $","COMMERCIAL METALS ","201723103","CMC3$AR"
"COMMERCIAL METALS SNR MR14 4Y $","COMMERCIAL METALS ","201723103","CMC4$AR"
"COMMERCIAL METALS SNR MR14 6M $","COMMERCIAL METALS ","201723103","CMC0$AR"
"COMMERCIAL METALS SNR MR14 7Y $","COMMERCIAL METALS ","201723103","CMC7$AR"
"COMPAQ COMPUTER SNR MR14 10Y ($)","COMPAQ COMPUTER ","204493100","HPCA$AR"
"COMPAQ COMPUTER SNR MR14 1Y ($)","COMPAQ COMPUTER ","204493100","HPC1$AR"
"COMPAQ COMPUTER SNR MR14 20Y ($)","COMPAQ COMPUTER ","204493100","HPCB$AR"
"COMPAQ COMPUTER SNR MR14 2Y ($)","COMPAQ COMPUTER ","204493100","HPC2$AR"
"COMPAQ COMPUTER SNR MR14 30Y ($)","COMPAQ COMPUTER ","204493100","HPCC$AR"
"COMPAQ COMPUTER SNR MR14 3Y ($)","COMPAQ COMPUTER ","204493100","HPC3$AR"
"COMPAQ COMPUTER SNR MR14 4Y ($)","COMPAQ COMPUTER ","204493100","HPC4$AR"
"COMPAQ COMPUTER SNR MR14 5Y ($)","COMPAQ COMPUTER ","204493100","HPC5$AR"
"COMPAQ COMPUTER SNR MR14 6M ($)","COMPAQ COMPUTER ","204493100","HPC0$AR"
"COMPAQ COMPUTER SNR MR14 7Y ($)","COMPAQ COMPUTER ","204493100","HPC7$AR"
"COMVERSE TECH INC SNR MR14 10Y $","COMVERSE TECH INC ","205862402","CMVA$AR"
"COMVERSE TECH INC SNR MR14 1Y $","COMVERSE TECH INC ","205862402","CMV1$AR"
"COMVERSE TECH INC SNR MR14 20Y $","COMVERSE TECH INC ","205862402","CMVB$AR"
"COMVERSE TECH INC SNR MR14 2Y $","COMVERSE TECH INC ","205862402","CMV2$AR"
"COMVERSE TECH INC SNR MR14 30Y $","COMVERSE TECH INC ","205862402","CMVC$AR"
"COMVERSE TECH INC SNR MR14 3Y $","COMVERSE TECH INC ","205862402","CMV3$AR"
"COMVERSE TECH INC SNR MR14 4Y $","COMVERSE TECH INC ","205862402","CMV4$AR"
"COMVERSE TECH INC SNR MR14 5Y $","COMVERSE TECH INC ","205862402","CMV5$AR"
"COMVERSE TECH INC SNR MR14 6M $","COMVERSE TECH INC ","205862402","CMV0$AR"
"COMVERSE TECH INC SNR MR14 7Y $","COMVERSE TECH INC ","205862402","CMV7$AR"
"CONAGRA BRANDS SNR MR14 10Y $","CONAGRA BRANDS ","205887102","CAGA$AR"
"CONAGRA BRANDS SNR MR14 1Y $","CONAGRA BRANDS ","205887102","CAG1$AR"
"CONAGRA BRANDS SNR MR14 20Y $","CONAGRA BRANDS ","205887102","CAGB$AR"
"CONAGRA BRANDS SNR MR14 2Y $","CONAGRA BRANDS ","205887102","CAG2$AR"
"CONAGRA BRANDS SNR MR14 30Y $","CONAGRA BRANDS ","205887102","CAGC$AR"
"CONAGRA BRANDS SNR MR14 3Y $","CONAGRA BRANDS ","205887102","CAG3$AR"
"CONAGRA BRANDS SNR MR14 4Y $","CONAGRA BRANDS ","205887102","CAG4$AR"
"CONAGRA BRANDS SNR MR14 5Y $","CONAGRA BRANDS ","205887102","CAG5$AR"
"CONAGRA BRANDS SNR MR14 6M $","CONAGRA BRANDS ","205887102","CAG0$AR"
"CONAGRA BRANDS SNR MR14 7Y $","CONAGRA BRANDS ","205887102","CAG7$AR"
"CONOCOPHILLIPS CO SNR MR14 10Y $","CONOCOPHILLIPS CO ","20825C104","CPHA$AR"
"CONOCOPHILLIPS CO SNR MR14 1Y $","CONOCOPHILLIPS CO ","20825C104","CPH1$AR"
"CONOCOPHILLIPS CO SNR MR14 20Y $","CONOCOPHILLIPS CO ","20825C104","CPHB$AR"
"CONOCOPHILLIPS CO SNR MR14 2Y $","CONOCOPHILLIPS CO ","20825C104","CPH2$AR"
"CONOCOPHILLIPS CO SNR MR14 30Y $","CONOCOPHILLIPS CO ","20825C104","CPHC$AR"
"CONOCOPHILLIPS CO SNR MR14 3Y $","CONOCOPHILLIPS CO ","20825C104","CPH3$AR"
"CONOCOPHILLIPS CO SNR MR14 4Y $","CONOCOPHILLIPS CO ","20825C104","CPH4$AR"
"CONOCOPHILLIPS CO SNR MR14 6M $","CONOCOPHILLIPS CO ","20825C104","CPH0$AR"
"CONOCOPHILLIPS CO SNR MR14 7Y $","CONOCOPHILLIPS CO ","20825C104","CPH7$AR"
"CONOCOPHILLIPS SNR MR14 10Y $","CONOCOPHILLIPS ","20825C104","COPA$AR"
"CONOCOPHILLIPS SNR MR14 1Y $","CONOCOPHILLIPS ","20825C104","COP1$AR"
"CONOCOPHILLIPS SNR MR14 20Y $","CONOCOPHILLIPS ","20825C104","COPB$AR"
"CONOCOPHILLIPS SNR MR14 2Y $","CONOCOPHILLIPS ","20825C104","COP2$AR"
"CONOCOPHILLIPS SNR MR14 30Y $","CONOCOPHILLIPS ","20825C104","COPC$AR"
"CONOCOPHILLIPS SNR MR14 3Y $","CONOCOPHILLIPS ","20825C104","COP3$AR"
"CONOCOPHILLIPS SNR MR14 4Y $","CONOCOPHILLIPS ","20825C104","COP4$AR"
"CONOCOPHILLIPS SNR MR14 5Y $","CONOCOPHILLIPS ","20825C104","COP5$AR"
"CONOCOPHILLIPS SNR MR14 6M $","CONOCOPHILLIPS ","20825C104","COP0$AR"
"CONOCOPHILLIPS SNR MR14 7Y $","CONOCOPHILLIPS ","20825C104","COP7$AR"
"CONSOLIDATED EDISON SNR MR14 10Y $","CONSOLIDATED EDISON ","209115104","ED.A$AR"
"CONSOLIDATED EDISON SNR MR14 1Y $","CONSOLIDATED EDISON ","209115104","ED.1$AR"
"CONSOLIDATED EDISON SNR MR14 20Y $","CONSOLIDATED EDISON ","209115104","ED.B$AR"
"CONSOLIDATED EDISON SNR MR14 2Y $","CONSOLIDATED EDISON ","209115104","ED.2$AR"
"CONSOLIDATED EDISON SNR MR14 30Y $","CONSOLIDATED EDISON ","209115104","ED.C$AR"
"CONSOLIDATED EDISON SNR MR14 3Y $","CONSOLIDATED EDISON ","209115104","ED.3$AR"
"CONSOLIDATED EDISON SNR MR14 4Y $","CONSOLIDATED EDISON ","209115104","ED.4$AR"
"CONSOLIDATED EDISON SNR MR14 5Y $","CONSOLIDATED EDISON ","209115104","ED.5$AR"
"CONSOLIDATED EDISON SNR MR14 6M $","CONSOLIDATED EDISON ","209115104","ED.0$AR"
"CONSOLIDATED EDISON SNR MR14 7Y $","CONSOLIDATED EDISON ","209115104","ED.7$AR"
"CONSTELLATION BRANDS SNR MR14 10Y $","CONSTELLATION BRANDS ","21036P207","STZA$AR"
"CONSTELLATION BRANDS SNR MR14 1Y $","CONSTELLATION BRANDS ","21036P207","STZ1$AR"
"CONSTELLATION BRANDS SNR MR14 20Y $","CONSTELLATION BRANDS ","21036P207","STZB$AR"
"CONSTELLATION BRANDS SNR MR14 2Y $","CONSTELLATION BRANDS ","21036P207","STZ2$AR"
"CONSTELLATION BRANDS SNR MR14 30Y $","CONSTELLATION BRANDS ","21036P207","STZC$AR"
"CONSTELLATION BRANDS SNR MR14 3Y $","CONSTELLATION BRANDS ","21036P207","STZ3$AR"
"CONSTELLATION BRANDS SNR MR14 4Y $","CONSTELLATION BRANDS ","21036P207","STZ4$AR"
"CONSTELLATION BRANDS SNR MR14 5Y $","CONSTELLATION BRANDS ","21036P207","STZ5$AR"
"CONSTELLATION BRANDS SNR MR14 6M $","CONSTELLATION BRANDS ","21036P207","STZ0$AR"
"CONSTELLATION BRANDS SNR MR14 7Y $","CONSTELLATION BRANDS ","21036P207","STZ7$AR"
"COOPER INDS, LLC SNR MR14 10Y$","COOPER INDS, LLC ","G24140108","COOA$AR"
"COOPER INDS, LLC SNR MR14 1Y$","COOPER INDS, LLC ","G24140108","COO1$AR"
"COOPER INDS, LLC SNR MR14 20Y$","COOPER INDS, LLC ","G24140108","COOB$AR"
"COOPER INDS, LLC SNR MR14 2Y$","COOPER INDS, LLC ","G24140108","COO2$AR"
"COOPER INDS, LLC SNR MR14 30Y$","COOPER INDS, LLC ","G24140108","COOC$AR"
"COOPER INDS, LLC SNR MR14 3Y$","COOPER INDS, LLC ","G24140108","COO3$AR"
"COOPER INDS, LLC SNR MR14 4Y$","COOPER INDS, LLC ","G24140108","COO4$AR"
"COOPER INDS, LLC SNR MR14 5Y$","COOPER INDS, LLC ","G24140108","COO5$AR"
"COOPER INDS, LLC SNR MR14 6M$","COOPER INDS, LLC ","G24140108","COO0$AR"
"COOPER INDS, LLC SNR MR14 7Y$","COOPER INDS, LLC ","G24140108","COO7$AR"
"COOPER TIRE & RUBBER SNR MR14 10Y $","COOPER TIRE & RUBBER ","216831107","CTBA$AR"
"COOPER TIRE & RUBBER SNR MR14 1Y $","COOPER TIRE & RUBBER ","216831107","CTB1$AR"
"COOPER TIRE & RUBBER SNR MR14 20Y $","COOPER TIRE & RUBBER ","216831107","CTBB$AR"
"COOPER TIRE & RUBBER SNR MR14 2Y $","COOPER TIRE & RUBBER ","216831107","CTB2$AR"
"COOPER TIRE & RUBBER SNR MR14 30Y $","COOPER TIRE & RUBBER ","216831107","CTBC$AR"
"COOPER TIRE & RUBBER SNR MR14 3Y $","COOPER TIRE & RUBBER ","216831107","CTB3$AR"
"COOPER TIRE & RUBBER SNR MR14 4Y $","COOPER TIRE & RUBBER ","216831107","CTB4$AR"
"COOPER TIRE & RUBBER SNR MR14 5Y $","COOPER TIRE & RUBBER ","216831107","CTB5$AR"
"COOPER TIRE & RUBBER SNR MR14 6M $","COOPER TIRE & RUBBER ","216831107","CTB0$AR"
"COOPER TIRE & RUBBER SNR MR14 7Y $","COOPER TIRE & RUBBER ","216831107","CTB7$AR"
"CORNING INC SNR MR14 10Y $","CORNING INC ","219350105","GLWA$AR"
"CORNING INC SNR MR14 1Y $","CORNING INC ","219350105","GLW1$AR"
"CORNING INC SNR MR14 20Y $","CORNING INC ","219350105","GLWB$AR"
"CORNING INC SNR MR14 2Y $","CORNING INC ","219350105","GLW2$AR"
"CORNING INC SNR MR14 30Y $","CORNING INC ","219350105","GLWC$AR"
"CORNING INC SNR MR14 3Y $","CORNING INC ","219350105","GLW3$AR"
"CORNING INC SNR MR14 4Y $","CORNING INC ","219350105","GLW4$AR"
"CORNING INC SNR MR14 5Y $","CORNING INC ","219350105","GLW5$AR"
"CORNING INC SNR MR14 6M $","CORNING INC ","219350105","GLW0$AR"
"CORNING INC SNR MR14 7Y $","CORNING INC ","219350105","GLW7$AR"
"CRANE CO. SNR MR14 10Y $","CRANE CO. ","224399105","CR.A$AR"
"CRANE CO. SNR MR14 1Y $","CRANE CO. ","224399105","CR.1$AR"
"CRANE CO. SNR MR14 20Y $","CRANE CO. ","224399105","CR.B$AR"
"CRANE CO. SNR MR14 2Y $","CRANE CO. ","224399105","CR.2$AR"
"CRANE CO. SNR MR14 30Y $","CRANE CO. ","224399105","CR.C$AR"
"CRANE CO. SNR MR14 3Y $","CRANE CO. ","224399105","CR.3$AR"
"CRANE CO. SNR MR14 4Y $","CRANE CO. ","224399105","CR.4$AR"
"CRANE CO. SNR MR14 5Y $","CRANE CO. ","224399105","CR.5$AR"
"CRANE CO. SNR MR14 6M $","CRANE CO. ","224399105","CR.0$AR"
"CRANE CO. SNR MR14 7Y $","CRANE CO. ","224399105","CR.7$AR"
"CUMMINS INC SNR MR14 10Y $","CUMMINS INC ","231021106","CUMA$AR"
"CUMMINS INC SNR MR14 1Y $","CUMMINS INC ","231021106","CUM1$AR"
"CUMMINS INC SNR MR14 20Y $","CUMMINS INC ","231021106","CUMB$AR"
"CUMMINS INC SNR MR14 2Y $","CUMMINS INC ","231021106","CUM2$AR"
"CUMMINS INC SNR MR14 30Y $","CUMMINS INC ","231021106","CUMC$AR"
"CUMMINS INC SNR MR14 3Y $","CUMMINS INC ","231021106","CUM3$AR"
"CUMMINS INC SNR MR14 4Y $","CUMMINS INC ","231021106","CUM4$AR"
"CUMMINS INC SNR MR14 5Y $","CUMMINS INC ","231021106","CUM5$AR"
"CUMMINS INC SNR MR14 6M $","CUMMINS INC ","231021106","CUM0$AR"
"CUMMINS INC SNR MR14 7Y $","CUMMINS INC ","231021106","CUM7$AR"
"CVS HEALTH CORP. SNR MR14 10Y $","CVS HEALTH CORP. ","126650100","CVSA$AR"
"CVS HEALTH CORP. SNR MR14 1Y $","CVS HEALTH CORP. ","126650100","CVS1$AR"
"CVS HEALTH CORP. SNR MR14 20Y $","CVS HEALTH CORP. ","126650100","CVSB$AR"
"CVS HEALTH CORP. SNR MR14 2Y $","CVS HEALTH CORP. ","126650100","CVS2$AR"
"CVS HEALTH CORP. SNR MR14 30Y $","CVS HEALTH CORP. ","126650100","CVSC$AR"
"CVS HEALTH CORP. SNR MR14 3Y $","CVS HEALTH CORP. ","126650100","CVS3$AR"
"CVS HEALTH CORP. SNR MR14 4Y $","CVS HEALTH CORP. ","126650100","CVS4$AR"
"CVS HEALTH CORP. SNR MR14 5Y $","CVS HEALTH CORP. ","126650100","CVS5$AR"
"CVS HEALTH CORP. SNR MR14 6M $","CVS HEALTH CORP. ","126650100","CVS0$AR"
"CVS HEALTH CORP. SNR MR14 7Y $","CVS HEALTH CORP. ","126650100","CVS7$AR"
"CYTEC INDUSTRIES SNR MR14 10Y $","CYTEC INDUSTRIES ","232820100","CYTA$AR"
"CYTEC INDUSTRIES SNR MR14 1Y $","CYTEC INDUSTRIES ","232820100","CYT1$AR"
"CYTEC INDUSTRIES SNR MR14 20Y $","CYTEC INDUSTRIES ","232820100","CYTB$AR"
"CYTEC INDUSTRIES SNR MR14 2Y $","CYTEC INDUSTRIES ","232820100","CYT2$AR"
"CYTEC INDUSTRIES SNR MR14 30Y $","CYTEC INDUSTRIES ","232820100","CYTC$AR"
"CYTEC INDUSTRIES SNR MR14 3Y $","CYTEC INDUSTRIES ","232820100","CYT3$AR"
"CYTEC INDUSTRIES SNR MR14 4Y $","CYTEC INDUSTRIES ","232820100","CYT4$AR"
"CYTEC INDUSTRIES SNR MR14 5Y $","CYTEC INDUSTRIES ","232820100","CYT5$AR"
"CYTEC INDUSTRIES SNR MR14 6M $","CYTEC INDUSTRIES ","232820100","CYT0$AR"
"CYTEC INDUSTRIES SNR MR14 7Y $","CYTEC INDUSTRIES ","232820100","CYT7$AR"
"DANAHER CORPORATION SNR MR14 10Y $","DANAHER CORPORATION ","235851102","DHRA$AR"
"DANAHER CORPORATION SNR MR14 1Y $","DANAHER CORPORATION ","235851102","DHR1$AR"
"DANAHER CORPORATION SNR MR14 20Y $","DANAHER CORPORATION ","235851102","DHRB$AR"
"DANAHER CORPORATION SNR MR14 2Y $","DANAHER CORPORATION ","235851102","DHR2$AR"
"DANAHER CORPORATION SNR MR14 30Y $","DANAHER CORPORATION ","235851102","DHRC$AR"
"DANAHER CORPORATION SNR MR14 3Y $","DANAHER CORPORATION ","235851102","DHR3$AR"
"DANAHER CORPORATION SNR MR14 4Y $","DANAHER CORPORATION ","235851102","DHR4$AR"
"DANAHER CORPORATION SNR MR14 5Y $","DANAHER CORPORATION ","235851102","DHR5$AR"
"DANAHER CORPORATION SNR MR14 6M $","DANAHER CORPORATION ","235851102","DHR0$AR"
"DANAHER CORPORATION SNR MR14 7Y $","DANAHER CORPORATION ","235851102","DHR7$AR"
"DARDEN RESTAURANTS SNR MR14 10Y $","DARDEN RESTAURANTS ","237194105","DRIA$AR"
"DARDEN RESTAURANTS SNR MR14 1Y $","DARDEN RESTAURANTS ","237194105","DRI1$AR"
"DARDEN RESTAURANTS SNR MR14 20Y $","DARDEN RESTAURANTS ","237194105","DRIB$AR"
"DARDEN RESTAURANTS SNR MR14 2Y $","DARDEN RESTAURANTS ","237194105","DRI2$AR"
"DARDEN RESTAURANTS SNR MR14 30Y $","DARDEN RESTAURANTS ","237194105","DRIC$AR"
"DARDEN RESTAURANTS SNR MR14 3Y $","DARDEN RESTAURANTS ","237194105","DRI3$AR"
"DARDEN RESTAURANTS SNR MR14 4Y $","DARDEN RESTAURANTS ","237194105","DRI4$AR"
"DARDEN RESTAURANTS SNR MR14 5Y $","DARDEN RESTAURANTS ","237194105","DRI5$AR"
"DARDEN RESTAURANTS SNR MR14 6M $","DARDEN RESTAURANTS ","237194105","DRI0$AR"
"DARDEN RESTAURANTS SNR MR14 7Y $","DARDEN RESTAURANTS ","237194105","DRI7$AR"
"DEERE & COMPANY SNR MR14 10Y $","DEERE & COMPANY ","244199105","DE.A$AR"
"DEERE & COMPANY SNR MR14 1Y $","DEERE & COMPANY ","244199105","DE.1$AR"
"DEERE & COMPANY SNR MR14 20Y $","DEERE & COMPANY ","244199105","DE.B$AR"
"DEERE & COMPANY SNR MR14 2Y $","DEERE & COMPANY ","244199105","DE.2$AR"
"DEERE & COMPANY SNR MR14 30Y $","DEERE & COMPANY ","244199105","DE.C$AR"
"DEERE & COMPANY SNR MR14 3Y $","DEERE & COMPANY ","244199105","DE.3$AR"
"DEERE & COMPANY SNR MR14 4Y $","DEERE & COMPANY ","244199105","DE.4$AR"
"DEERE & COMPANY SNR MR14 5Y $","DEERE & COMPANY ","244199105","DE.5$AR"
"DEERE & COMPANY SNR MR14 6M $","DEERE & COMPANY ","244199105","DE.0$AR"
"DEERE & COMPANY SNR MR14 7Y $","DEERE & COMPANY ","244199105","DE.7$AR"
"DELL INC. SNR MR14 10Y $","DELL INC. ","24702R101","DELA$AR"
"DELL INC. SNR MR14 1Y $","DELL INC. ","24702R101","DEL1$AR"
"DELL INC. SNR MR14 20Y $","DELL INC. ","24702R101","DELB$AR"
"DELL INC. SNR MR14 2Y $","DELL INC. ","24702R101","DEL2$AR"
"DELL INC. SNR MR14 30Y $","DELL INC. ","24702R101","DELC$AR"
"DELL INC. SNR MR14 3Y $","DELL INC. ","24702R101","DEL3$AR"
"DELL INC. SNR MR14 4Y $","DELL INC. ","24702R101","DEL4$AR"
"DELL INC. SNR MR14 5Y $","DELL INC. ","24702R101","DEL5$AR"
"DELL INC. SNR MR14 6M $","DELL INC. ","24702R101","DEL0$AR"
"DELL INC. SNR MR14 7Y $","DELL INC. ","24702R101","DEL7$AR"
"DELUXE CORPORATION SNR MR14 10Y $","DELUXE CORPORATION ","248019101","DLXA$AR"
"DELUXE CORPORATION SNR MR14 1Y $","DELUXE CORPORATION ","248019101","DLX1$AR"
"DELUXE CORPORATION SNR MR14 20Y $","DELUXE CORPORATION ","248019101","DLXB$AR"
"DELUXE CORPORATION SNR MR14 2Y $","DELUXE CORPORATION ","248019101","DLX2$AR"
"DELUXE CORPORATION SNR MR14 30Y $","DELUXE CORPORATION ","248019101","DLXC$AR"
"DELUXE CORPORATION SNR MR14 3Y $","DELUXE CORPORATION ","248019101","DLX3$AR"
"DELUXE CORPORATION SNR MR14 4Y $","DELUXE CORPORATION ","248019101","DLX4$AR"
"DELUXE CORPORATION SNR MR14 5Y $","DELUXE CORPORATION ","248019101","DLX5$AR"
"DELUXE CORPORATION SNR MR14 6M $","DELUXE CORPORATION ","248019101","DLX0$AR"
"DELUXE CORPORATION SNR MR14 7Y $","DELUXE CORPORATION ","248019101","DLX7$AR"
"DIRECTV HLDGS LLC SNR MR14 10Y $","DIRECTV HLDGS LLC ","25490A309","DTVA$AR"
"DIRECTV HLDGS LLC SNR MR14 1Y $","DIRECTV HLDGS LLC ","25490A309","DTV1$AR"
"DIRECTV HLDGS LLC SNR MR14 20Y $","DIRECTV HLDGS LLC ","25490A309","DTVB$AR"
"DIRECTV HLDGS LLC SNR MR14 2Y $","DIRECTV HLDGS LLC ","25490A309","DTV2$AR"
"DIRECTV HLDGS LLC SNR MR14 30Y $","DIRECTV HLDGS LLC ","25490A309","DTVC$AR"
"DIRECTV HLDGS LLC SNR MR14 3Y $","DIRECTV HLDGS LLC ","25490A309","DTV3$AR"
"DIRECTV HLDGS LLC SNR MR14 4Y $","DIRECTV HLDGS LLC ","25490A309","DTV4$AR"
"DIRECTV HLDGS LLC SNR MR14 5Y $","DIRECTV HLDGS LLC ","25490A309","DTV5$AR"
"DIRECTV HLDGS LLC SNR MR14 6M $","DIRECTV HLDGS LLC ","25490A309","DTV0$AR"
"DIRECTV HLDGS LLC SNR MR14 7Y $","DIRECTV HLDGS LLC ","25490A309","DTV7$AR"
"DOMINION ENERGY INC SNR MR14 10Y $","DOMINION ENERGY INC ","25746U109","D..A$AR"
"DOMINION ENERGY INC SNR MR14 1Y $","DOMINION ENERGY INC ","25746U109","D..1$AR"
"DOMINION ENERGY INC SNR MR14 20Y $","DOMINION ENERGY INC ","25746U109","D..B$AR"
"DOMINION ENERGY INC SNR MR14 2Y $","DOMINION ENERGY INC ","25746U109","D..2$AR"
"DOMINION ENERGY INC SNR MR14 30Y $","DOMINION ENERGY INC ","25746U109","D..C$AR"
"DOMINION ENERGY INC SNR MR14 3Y $","DOMINION ENERGY INC ","25746U109","D..3$AR"
"DOMINION ENERGY INC SNR MR14 4Y $","DOMINION ENERGY INC ","25746U109","D..4$AR"
"DOMINION ENERGY INC SNR MR14 5Y $","DOMINION ENERGY INC ","25746U109","D..5$AR"
"DOMINION ENERGY INC SNR MR14 6M $","DOMINION ENERGY INC ","25746U109","D..0$AR"
"DOMINION ENERGY INC SNR MR14 7Y $","DOMINION ENERGY INC ","25746U109","D..7$AR"
"DOMTAR CORPORATION SNR MR14 10Y $","DOMTAR CORPORATION ","257561100","UFXA$AR"
"DOMTAR CORPORATION SNR MR14 1Y $","DOMTAR CORPORATION ","257561100","UFX1$AR"
"DOMTAR CORPORATION SNR MR14 20Y $","DOMTAR CORPORATION ","257561100","UFXB$AR"
"DOMTAR CORPORATION SNR MR14 2Y $","DOMTAR CORPORATION ","257561100","UFX2$AR"
"DOMTAR CORPORATION SNR MR14 30Y $","DOMTAR CORPORATION ","257561100","UFXC$AR"
"DOMTAR CORPORATION SNR MR14 3Y $","DOMTAR CORPORATION ","257561100","UFX3$AR"
"DOMTAR CORPORATION SNR MR14 4Y $","DOMTAR CORPORATION ","257561100","UFX4$AR"
"DOMTAR CORPORATION SNR MR14 5Y $","DOMTAR CORPORATION ","257561100","UFX5$AR"
"DOMTAR CORPORATION SNR MR14 6M $","DOMTAR CORPORATION ","257561100","UFX0$AR"
"DOMTAR CORPORATION SNR MR14 7Y $","DOMTAR CORPORATION ","257561100","UFX7$AR"
"DOMTAR INC. SNR MR14 10Y $","DOMTAR INC. ","257561100","DTCA$AR"
"DOMTAR INC. SNR MR14 1Y $","DOMTAR INC. ","257561100","DTC1$AR"
"DOMTAR INC. SNR MR14 20Y $","DOMTAR INC. ","257561100","DTCB$AR"
"DOMTAR INC. SNR MR14 2Y $","DOMTAR INC. ","257561100","DTC2$AR"
"DOMTAR INC. SNR MR14 30Y $","DOMTAR INC. ","257561100","DTCC$AR"
"DOMTAR INC. SNR MR14 3Y $","DOMTAR INC. ","257561100","DTC3$AR"
"DOMTAR INC. SNR MR14 4Y $","DOMTAR INC. ","257561100","DTC4$AR"
"DOMTAR INC. SNR MR14 5Y $","DOMTAR INC. ","257561100","DTC5$AR"
"DOMTAR INC. SNR MR14 6M $","DOMTAR INC. ","257561100","DTC0$AR"
"DOMTAR INC. SNR MR14 7Y $","DOMTAR INC. ","257561100","DTC7$AR"
"DOVER CORPORATION SNR MR14 10Y $","DOVER CORPORATION ","260003108","DOVA$AR"
"DOVER CORPORATION SNR MR14 1Y $","DOVER CORPORATION ","260003108","DOV1$AR"
"DOVER CORPORATION SNR MR14 20Y $","DOVER CORPORATION ","260003108","DOVB$AR"
"DOVER CORPORATION SNR MR14 2Y $","DOVER CORPORATION ","260003108","DOV2$AR"
"DOVER CORPORATION SNR MR14 30Y $","DOVER CORPORATION ","260003108","DOVC$AR"
"DOVER CORPORATION SNR MR14 3Y $","DOVER CORPORATION ","260003108","DOV3$AR"
"DOVER CORPORATION SNR MR14 4Y $","DOVER CORPORATION ","260003108","DOV4$AR"
"DOVER CORPORATION SNR MR14 5Y $","DOVER CORPORATION ","260003108","DOV5$AR"
"DOVER CORPORATION SNR MR14 6M $","DOVER CORPORATION ","260003108","DOV0$AR"
"DOVER CORPORATION SNR MR14 7Y $","DOVER CORPORATION ","260003108","DOV7$AR"
"DTE ENERGY COMPANY SNR MR14 10Y $","DTE ENERGY COMPANY ","233331107","DTEA$AR"
"DTE ENERGY COMPANY SNR MR14 1Y $","DTE ENERGY COMPANY ","233331107","DTE1$AR"
"DTE ENERGY COMPANY SNR MR14 20Y $","DTE ENERGY COMPANY ","233331107","DTEB$AR"
"DTE ENERGY COMPANY SNR MR14 2Y $","DTE ENERGY COMPANY ","233331107","DTE2$AR"
"DTE ENERGY COMPANY SNR MR14 30Y $","DTE ENERGY COMPANY ","233331107","DTEC$AR"
"DTE ENERGY COMPANY SNR MR14 3Y $","DTE ENERGY COMPANY ","233331107","DTE3$AR"
"DTE ENERGY COMPANY SNR MR14 4Y $","DTE ENERGY COMPANY ","233331107","DTE4$AR"
"DTE ENERGY COMPANY SNR MR14 5Y $","DTE ENERGY COMPANY ","233331107","DTE5$AR"
"DTE ENERGY COMPANY SNR MR14 6M $","DTE ENERGY COMPANY ","233331107","DTE0$AR"
"DTE ENERGY COMPANY SNR MR14 7Y $","DTE ENERGY COMPANY ","233331107","DTE7$AR"
"DUKE EN CAROLINAS SNR MR14 10Y $","DUKE EN CAROLINAS ","26441C204","DUDA$AR"
"DUKE EN CAROLINAS SNR MR14 1Y $","DUKE EN CAROLINAS ","26441C204","DUD1$AR"
"DUKE EN CAROLINAS SNR MR14 20Y $","DUKE EN CAROLINAS ","26441C204","DUDB$AR"
"DUKE EN CAROLINAS SNR MR14 2Y $","DUKE EN CAROLINAS ","26441C204","DUD2$AR"
"DUKE EN CAROLINAS SNR MR14 30Y $","DUKE EN CAROLINAS ","26441C204","DUDC$AR"
"DUKE EN CAROLINAS SNR MR14 3Y $","DUKE EN CAROLINAS ","26441C204","DUD3$AR"
"DUKE EN CAROLINAS SNR MR14 4Y $","DUKE EN CAROLINAS ","26441C204","DUD4$AR"
"DUKE EN CAROLINAS SNR MR14 5Y $","DUKE EN CAROLINAS ","26441C204","DUD5$AR"
"DUKE EN CAROLINAS SNR MR14 6M $","DUKE EN CAROLINAS ","26441C204","DUD0$AR"
"DUKE EN CAROLINAS SNR MR14 7Y $","DUKE EN CAROLINAS ","26441C204","DUD7$AR"
"EASTMAN CHEMICAL CO SNR MR14 1Y $","EASTMAN CHEMICAL CO ","277432100","EMN1$AR"
"EASTMAN CHEMICAL CO SNR MR14 20Y $","EASTMAN CHEMICAL CO ","277432100","EMNB$AR"
"EASTMAN CHEMICAL CO SNR MR14 2Y $","EASTMAN CHEMICAL CO ","277432100","EMN2$AR"
"EASTMAN CHEMICAL CO SNR MR14 30Y $","EASTMAN CHEMICAL CO ","277432100","EMNC$AR"
